,id,combined_features,popularity,vote_average,points,release_date
1531,698,moonraker venice mass murder space marine space suit marcus square roger moore lois chiles michael lonsdale corinne cl\u00e9ry richard kiel action adventure thriller science fiction lewis gilbert 1979 film films movies movie actor actress director,29.887404,5.9,95397.60482760001,1979-06-26
1126,87826,here comes the boom high school teacher prize money physics teacher fighting movie budget cutting salma hayek kevin james henry winkler joe rogan reggie lee comedy frank coraci 2012 film films movies movie actor actress director,26.799913,6.0,95354.09045399999,2012-10-11
2757,1251,letters from iwo jima world war ii cave dying and death pacific theater japanese army ken watanabe kazunari ninomiya tsuyoshi ihara ryo kase shidou nakamura action adventure drama war clint eastwood 2006 film films movies movie actor actress director,24.47248,7.2,95325.20409600002,2006-12-19
214,2133,the perfect storm u.s. air force grocery jamaican meteorologist rescue boat george clooney mark wahlberg diane lane john c. reilly william fichtner drama wolfgang petersen 2000 film films movies movie actor actress director,25.752118,6.2,95318.8895652,2000-03-15
4470,84332,safety not guaranteed time travel aubrey plaza mark duplass jake johnson karan soni jenica bergere comedy romance science fiction drama colin trevorrow 2012 film films movies movie actor actress director,25.186002,6.8,95223.2363616,2012-06-08
1111,228066,victor frankenstein london england human experimentation frankenstein reanimated corpse frankenstein's monster james mcavoy daniel radcliffe jessica brown findlay andrew scott charles dance drama science fiction thriller paul mcguigan 2015 film films movies movie actor actress director,24.821138,5.6,95213.885368,2015-11-10
2448,10673,wall street power fraud broker wall street finances charlie sheen michael douglas martin sheen daryl hannah john c. mcginley crime drama oliver stone 1987 film films movies movie actor actress director,24.898687,7.0,95162.781714,1987-12-10
1070,7737,resident evil: extinction clone mutant post-apocalyptic dystopia conspiracy milla jovovich oded fehr ali larter iain glen mike epps horror action science fiction russell mulcahy 2007 film films movies movie actor actress director,12.06538,6.1,95089.67285599999,2007-09-20
466,2135,the time machine future time machine guy pearce mark addy phyllida law sienna guillory laura kirk science fiction adventure action simon wells 2002 film films movies movie actor actress director,25.978555,5.8,95076.31558899999,2002-03-04
1796,7445,brothers brother brother relationship brother-in-law loss of husband war in afghanistan sister-in-law tobey maguire jake gyllenhaal natalie portman sam shepard mare winningham drama thriller war jim sheridan 2009 film films movies movie actor actress director,22.07638,6.8,95025.570072,2009-01-27
1092,11439,the ghost writer london england cia war crimes tony blair author ewan mcgregor pierce brosnan jon bernthal kim cattrall tom wilkinson thriller mystery roman polanski 2010 film films movies movie actor actress director,21.118196,6.7,94799.581844,2010-02-12
1558,9535,analyze this new york mafia boss wedding psychiatrist robert de niro billy crystal lisa kudrow chazz palminteri joe viterelli comedy crime harold ramis 1999 film films movies movie actor actress director,29.415229,6.4,94693.5051968,1999-03-05
767,11679,xxx: state of the union washington d.c. helicopter usa president general coup d'etat ice cube samuel l. jackson willem dafoe scott speedman peter strauss action adventure crime drama mystery lee tamahori 2005 film films movies movie actor actress director,36.689223,4.7,94669.20210689999,2005-04-27
2289,41210,the switch alcohol single parent baby restaurant aquarium jason bateman jennifer aniston jeff goldblum juliette lewis todd louiso comedy romance drama josh gordon 2010 film films movies movie actor actress director,27.494037,5.9,94571.23906889999,2010-05-11
2089,96,beverly hills cop ii smuggling of arms detective intensive care undercover strip club eddie murphy judge reinhold john ashton ronny cox paul reiser action comedy crime tony scott 1987 film films movies movie actor actress director,25.28436,6.1,94545.80734799999,1987-05-18
1079,841,dune prophecy witch monster telepathy atomic bomb kyle maclachlan francesca annis leonardo cimino brad dourif jos\u00e9 ferrer action science fiction adventure david lynch 1984 film films movies movie actor actress director,25.876582,6.5,94527.154046,1984-12-14
2235,3509,a scanner darkly california detective based on novel dream undercover keanu reeves winona ryder woody harrelson robert downey jr. mitch baker animation science fiction thriller richard linklater 2006 film films movies movie actor actress director,26.093043,6.8,94394.1923568,2006-05-25
3139,16614,adventureland comedy cheating on partner amusement park summer job carny jesse eisenberg kristen stewart martin starr kristen wiig bill hader comedy greg mottola 2009 film films movies movie actor actress director,19.978021,6.4,94232.3294528,2009-04-03
644,9350,cliffhanger rocky mountains airplane hijacking suitcase climbing sylvester stallone john lithgow michael rooker janine turner rex linn action adventure thriller renny harlin 1993 film films movies movie actor actress director,26.19909,6.1,93970.896012,1993-05-28
1585,36593,the naked gun 33⅓: the final insult undercover spoof state prison leslie nielsen priscilla presley george kennedy o.j. simpson fred ward comedy crime peter segal 1994 film films movies movie actor actress director,28.624038,6.3,93952.6799274,1994-03-18
3431,4836,layer cake kidnapping ecstasy drug traffic drug mule hitman daniel craig tom hardy colm meaney george harris sally hawkins drama thriller crime matthew vaughn 2004 film films movies movie actor actress director,24.0034,7.0,93925.3042,2004-09-30
2588,157849,a most wanted man terror muslim intelligence immigrant torture philip seymour hoffman rachel mcadams robin wright daniel br\u00fchl willem dafoe thriller anton corbijn 2014 film films movies movie actor actress director,26.708193,6.5,93919.36068450002,2014-07-25
3889,41436,paranormal activity 2 ouija board haunting demonic possession found footage duringcreditsstinger katie featherston david bierend brian boland molly ephraim seth ginsberg horror thriller tod williams 2010 film films movies movie actor actress director,22.789649,5.7,93788.52149459999,2010-10-20
651,196867,annie musical orphan foster child quvenzhan\u00e9 wallis jamie foxx rose byrne cameron diaz bobby cannavale comedy drama family will gluck 2014 film films movies movie actor actress director,33.439187,6.0,93495.96685199998,2014-12-19
625,1844,entrapment london england new year's eve skyscraper burglar distrust sean connery catherine zeta-jones will patton maury chaykin ving rhames romance drama mystery jon amiel 1999 film films movies movie actor actress director,25.877794,6.0,93470.59192800001,1999-04-29
1252,1887,marie antoinette shoe voice over rite theatre audience bride and groom kirsten dunst jason schwartzman judy davis rip torn rose byrne drama history sofia coppola 2006 film films movies movie actor actress director,22.364549,6.5,93327.262977,2006-05-24
4664,18533,bronson prison isolation tom hardy matt king james lance kelly adams katy barker drama action crime nicolas winding refn 2008 film films movies movie actor actress director,18.450613,6.9,93317.66537010002,2008-10-09
1038,325789,the infiltrator undercover biography drug drug lord bryan cranston diane kruger john leguizamo daniel mays benjamin bratt crime drama thriller brad furman 2016 film films movies movie actor actress director,24.672234,6.6,93305.45454119999,2016-07-13
155,7552,fun with dick and jane based on novel desperation robber hold-up robbery remake jim carrey t\u00e9a leoni alec baldwin richard jenkins angie harmon comedy dean parisot 2005 film films movies movie actor actress director,25.159168,5.9,93071.3101824,2005-12-21
1329,76494,what to expect when you're expecting based on novel adoption pregnant miscarriage expectant father cameron diaz jennifer lopez elizabeth banks anna kendrick brooklyn decker romance comedy drama kirk jones 2012 film films movies movie actor actress director,27.009723,5.8,93053.8976796,2012-05-17
3417,7347,elite squad slum police brutality brazilian war on drugs rio de janeiro wagner moura caio junqueira andr\u00e9 ramiro milhem cortaz fernanda machado drama action crime jos\u00e9 padilha 2007 film films movies movie actor actress director,23.604936,7.8,92795.7244032,2007-10-12
3023,11545,rushmore private school lone wolf theatre play theatre group theatre director jason schwartzman olivia williams bill murray seymour cassel mason gamble comedy drama wes anderson 1998 film films movies movie actor actress director,18.289303,7.5,92726.76621,1998-09-17
221,10996,stuart little 2 mouse falcon bird friendship family michael j. fox geena davis hugh laurie jonathan lipnicki anna hoelck family adventure animation comedy rob minkoff 2002 film films movies movie actor actress director,27.99028400000001,5.4,92653.43809680003,2002-07-19
